GMT,Net_pwr_Falcon,Net_pwr_Apollo,Net_pwr_bt3,Net_pwr_bt4,net_pwr_bt5
8/1/2019 11:20,28419.87593,28452.68013,28481.60748,28530.78096,28566.89654
8/1/2019 11:30,42166.2602,42262.60756,42296.52411,42375.2944,42436.8478
8/1/2019 11:40,56310.7053,56346.30582,56362.99307,56410.6489,56489.10138
8/1/2019 11:50,75480.05012,75480.86735,75491.90842,75572.7797,75657.20557
8/1/2019 12:00,94693.73599,94725.6521,94798.29882,94825.50134,94920.61413
8/1/2019 12:10,116672.6767,116771.8106,116834.1478,116921.8091,116929.3019
8/1/2019 12:20,146932.1507,146961.3756,146991.0788,147081.4462,147083.2369
8/1/2019 12:30,194149.5321,194188.3714,194269.3766,194318.6254,194346.776
8/1/2019 12:40,194149.5321,194225.0808,194264.6341,194330.601,194416.4228
8/1/2019 12:50,194149.5321,194191.6228,194266.6777,194354.6506,194364.6758
8/1/2019 13:00,194149.5321,194159.0737,194190.6211,194196.6326,194233.3926
8/1/2019 13:10,194149.5321,194195.5926,194199.0883,194233.4734,194235.1345
8/1/2019 13:20,194149.5321,194185.197,194278.4352,194342.2365,194436.7487
8/1/2019 13:30,194149.5321,194198.2547,194245.6159,194334.1792,194342.6118
8/1/2019 13:40,194149.5321,194206.2303,194297.5812,194344.1645,194431.6609
8/1/2019 13:50,194149.5321,194238.1144,194312.6233,194388.0629,194428.1021
8/1/2019 14:00,194149.5321,194177.2089,194237.778,194303.6054,194368.1016
8/1/2019 14:10,194149.5321,194241.8592,194308.0364,194348.5737,194369.9256
8/1/2019 14:20,194149.5321,194202.3773,194211.8357,194253.4261,194344.0603
8/1/2019 14:30,194149.5321,194191.4666,194241.3232,194280.5749,194308.6861
8/1/2019 14:40,194149.5321,194218.2451,194286.8273,194346.4931,194427.0151
8/1/2019 14:50,194149.5321,194166.3906,194256.3372,194294.6792,194337.7998
8/1/2019 15:00,194149.5321,194221.3896,194260.8551,194336.029,194369.912
8/1/2019 15:10,194149.5321,194217.0368,194254.783,194324.1393,194396.5508
8/1/2019 15:20,194149.5321,194160.946,194199.339,194245.5184,194311.8948
8/1/2019 15:30,146157.3103,146214.5444,146215.9597,146233.1471,146292.3017
8/1/2019 15:40,104362.209,104398.0713,104422.0289,104481.1174,104580.3049
8/1/2019 15:50,74660.03132,74718.8908,74781.39733,74794.86692,74813.67624
8/1/2019 16:00,52805.32814,52881.57412,52979.85066,53070.66889,53074.93111
8/1/2019 16:10,34503.78577,34591.52414,34648.00502,34658.57611,34685.91421
8/1/2019 16:20,18016.04937,18077.6162,18094.80985,18125.95642,18135.10608
8/1/2019 16:30,5663.370467,5724.181971,5752.295381,5764.136666,5768.271156
8/1/2019 16:40,205.9994882,221.3228438,223.2945429,290.1354047,324.4984435
8/1/2019 16:50,0,16.59527135,94.77687063,123.2403435,161.5682305
8/1/2019 17:00,4238.107819,4279.87194,4311.018953,4367.720752,4459.402338
8/1/2019 17:10,15088.11184,15113.39459,15177.17529,15237.82526,15291.28007
8/1/2019 17:20,1201.146693,1289.219194,1371.085561,1452.457031,1459.429312
8/1/2019 17:30,8302.480473,8384.817385,8449.239497,8524.72751,8526.140637
8/1/2019 17:40,84274.54434,84293.93943,84378.56597,84400.09143,84497.41909
8/1/2019 17:50,94381.96405,94416.17493,94469.34542,94527.44426,94588.27327
8/1/2019 18:00,71757.96127,71798.54639,71873.67404,71875.92715,71946.04772
8/1/2019 18:10,80943.39728,80987.39258,81059.07579,81127.5701,81159.28192
8/1/2019 18:20,90412.06216,90448.00498,90485.14058,90521.78758,90581.00484
8/1/2019 18:30,102065.2683,102086.9713,102115.123,102121.9123,102189.9485
8/1/2019 18:40,123270.3301,123332.8799,123421.962,123493.3151,123515.1075
8/1/2019 18:50,142565.797,142626.6426,142659.6197,142661.9893,142745.1852
8/1/2019 19:00,146416.5825,146469.3708,146558.8982,146593.6313,146626.1131
8/1/2019 19:10,143131.477,143136.422,143205.5113,143283.824,143328.6964
8/1/2019 19:20,137597.1157,137677.7877,137686.4964,137723.7299,137809.9883
8/1/2019 19:30,130180.9573,130193.2972,130284.2168,130326.0704,130339.5407
8/1/2019 19:40,121441.8231,121516.5211,121523.0653,121595.1382,121624.463
8/1/2019 19:50,109655.6339,109717.3009,109763.8408,109772.6105,109781.1877
8/1/2019 20:00,97778.06168,97872.19161,97881.13404,97911.71607,97988.29936
8/1/2019 20:10,85535.31709,85537.18396,85628.87617,85699.25725,85751.9716
8/1/2019 20:20,73083.82737,73113.85924,73187.28679,73206.5916,73268.78123
8/1/2019 20:30,62243.19654,62328.4394,62410.53659,62456.57991,62542.88338
8/1/2019 20:40,52807.27279,52893.3175,52934.32278,52941.47461,52977.78871
8/1/2019 20:50,42729.3267,42771.98486,42854.92373,42920.34965,42963.1236
8/1/2019 21:00,34116.69631,34145.66868,34180.51015,34232.08467,34259.26059
8/1/2019 21:10,27509.90734,27571.53976,27661.00731,27730.52466,27755.5085
8/1/2019 21:20,21239.90146,21248.01378,21324.02615,21343.14475,21430.95764
8/1/2019 21:30,15929.7223,15957.81199,15967.73823,16025.79075,16088.57398
8/1/2019 21:40,9809.293913,9826.010043,9920.3568,10017.23555,10078.50688
8/1/2019 21:50,6013.047168,6055.162023,6089.627057,6095.236509,6141.510159
8/1/2019 22:00,3081.594763,3119.348208,3135.632076,3228.992101,3315.148011
8/1/2019 22:10,1836.104069,1850.669986,1880.666741,1898.194609,1958.427287
8/1/2019 22:20,303.3213535,380.9010168,430.4978807,451.0775441,451.2297978
8/1/2019 22:30,0,61.46016277,154.6721681,190.3861168,217.613495
8/1/2019 22:40,0,26.07190099,62.16407854,96.2753485,159.1507645
8/1/2019 22:50,776.1814976,833.2016377,877.8722415,931.1166663,982.1365332
8/1/2019 23:00,9141.007418,9188.235878,9272.925124,9321.88718,9365.966943
8/1/2019 23:10,15153.78051,15163.04263,15261.73323,15341.09895,15407.07777
8/1/2019 23:20,22413.07034,22499.34487,22553.92656,22566.47713,22614.91103
8/1/2019 23:30,27529.15629,27577.62025,27611.12884,27628.74828,27678.38231
8/1/2019 23:40,35714.99374,35778.99358,35844.5156,35879.00103,35959.33721
8/1/2019 23:50,44401.96287,44462.70906,44557.04792,44559.22385,44571.65685
8/2/2019 0:00,56955.60928,57028.46368,57042.30891,57059.07404,57110.95341
8/2/2019 0:10,71274.3857,71340.89349,71361.73104,71460.44788,71461.57009
8/2/2019 0:20,90343.15008,90364.3291,90386.48961,90394.9085,90453.07792
8/2/2019 0:30,113295.0827,113316.3635,113367.9711,113438.2965,113493.9888
8/2/2019 0:40,141860.3331,141921.8032,141950.0871,142045.5073,142062.5262
8/2/2019 0:50,178864.0404,178877.7628,178881.9552,178916.4442,178975.125
8/2/2019 1:00,194149.5321,194197.4269,194268.8047,194280.7824,194288.0704
8/2/2019 1:10,194149.5321,194196.9165,194264.5193,194341.1174,194440.8697
8/2/2019 1:20,194149.5321,194158.8804,194187.0427,194266.2937,194284.4173
8/2/2019 1:30,194149.5321,194201.354,194202.0788,194284.2774,194320.8849
8/2/2019 1:40,194149.5321,194179.3672,194203.0334,194242.5214,194341.458
8/2/2019 1:50,194149.5321,194241.7217,194322.6343,194362.6568,194428.8549
8/2/2019 2:00,194149.5321,194201.8369,194234.94,194324.8092,194395.525
8/2/2019 2:10,194149.5321,194178.1254,194266.485,194322.0063,194383.0329
8/2/2019 2:20,194149.5321,194158.5377,194194.1722,194220.4227,194279.1592
8/2/2019 2:30,194149.5321,194237.8263,194248.1853,194333.3143,194357.709
8/2/2019 2:40,194149.5321,194183.1491,194278.0882,194321.7274,194383.7793
8/2/2019 2:50,194149.5321,194248.967,194315.5572,194371.3194,194464.726
8/2/2019 3:00,194149.5321,194243.2096,194280.6281,194374.4155,194441.0982
8/2/2019 3:10,194149.5321,194236.4155,194330.8687,194424.7102,194431.2023
8/2/2019 3:20,194149.5321,194236.7626,194299.5857,194313.3664,194353.9545
8/2/2019 3:30,194149.5321,194166.2198,194234.5805,194312.0527,194321.0302
8/2/2019 3:40,179781.6427,179862.0603,179864.1961,179954.0094,179979.0965
8/2/2019 3:50,150950.1684,150985.9013,150999.9679,151044.8043,151110.9231
8/2/2019 4:00,119811.2518,119859.575,119899.5555,119901.5552,119924.0692
8/2/2019 4:10,92089.37538,92169.89719,92189.16969,92217.20841,92243.72435
8/2/2019 4:20,67433.95952,67489.42402,67494.00741,67555.9716,67653.61402
8/2/2019 4:30,43301.08344,43382.10092,43400.35065,43408.9846,43501.73364
8/2/2019 4:40,27433.18716,27477.37337,27574.44478,27651.08273,27740.93248
8/2/2019 4:50,14468.17241,14483.29097,14565.67872,14601.05796,14683.08268
8/2/2019 5:00,3184.436087,3199.715819,3237.834463,3277.488473,3312.291417
8/2/2019 5:10,0,70.04043571,127.2647136,226.9714006,294.2574044
8/2/2019 5:20,11647.80986,11670.57504,11721.30275,11801.91356,11854.86774
8/2/2019 5:30,30953.48508,30993.49531,31090.15951,31117.23546,31195.30437
8/2/2019 5:40,65824.05167,65836.04891,65871.73261,65873.34349,65904.84202
8/2/2019 5:50,49959.66081,50012.93689,50065.5497,50142.96384,50153.37945
8/2/2019 6:00,159045.9416,159098.6393,159112.5533,159153.8969,159190.9611
8/2/2019 6:10,124105.0402,124153.7328,124245.9653,124270.9418,124364.2733
8/2/2019 6:20,132598.0776,132625.1749,132711.9859,132715.9427,132734.6157
8/2/2019 6:30,111043.3573,111067.275,111109.1429,111148.0497,111172.0402
8/2/2019 6:40,109689.4714,109770.5359,109819.0166,109906.9897,109908.6437
8/2/2019 6:50,108588.6476,108623.3493,108667.4383,108672.3199,108682.0606
8/2/2019 7:00,116450.5941,116541.2565,116579.2359,116647.8771,116675.1306
8/2/2019 7:10,140127.4475,140158.9868,140179.5438,140261.3857,140306.7843
8/2/2019 7:20,157259.8611,157343.9943,157434.0341,157507.4622,157571.2556
8/2/2019 7:30,155272.0971,155350.3458,155391.0878,155466.6687,155511.3877
8/2/2019 7:40,150554.6668,150621.4621,150704.7018,150776.5258,150824.8194
8/2/2019 7:50,143771.9417,143822.9451,143858.4273,143929.1765,144015.8885
8/2/2019 8:00,135601.3084,135685.1434,135712.8106,135787.4905,135835.8143
8/2/2019 8:10,124038.1629,124117.9922,124125.7261,124153.0328,124243.3364
8/2/2019 8:20,112784.6835,112855.7845,112875.593,112963.6285,113036.4016
8/2/2019 8:30,99970.92311,99991.91209,100024.869,100089.9049,100115.912
8/2/2019 8:40,87025.67233,87082.31896,87178.11495,87241.22573,87317.91777
8/2/2019 8:50,76443.31732,76492.27792,76529.05267,76547.56126,76637.47042
8/2/2019 9:00,64090.69685,64133.07637,64154.83259,64249.20194,64311.61524
8/2/2019 9:10,51274.47399,51360.7639,51458.69679,51507.69934,51549.49473
8/2/2019 9:20,40433.13342,40502.82536,40556.11138,40590.59601,40599.23873
8/2/2019 9:30,32574.3958,32663.36389,32709.00253,32719.06077,32754.48168
8/2/2019 9:40,26469.50682,26474.78764,26490.88623,26565.86911,26582.4923
8/2/2019 9:50,20276.55694,20357.22715,20398.63088,20407.92502,20457.45969
8/2/2019 10:00,14625.27679,14664.77794,14664.80772,14685.49627,14745.66039
8/2/2019 10:10,11556.83878,11600.6649,11674.1079,11682.32531,11701.58619
8/2/2019 10:20,6892.854676,6982.453301,6997.139772,7030.6344,7107.142041
8/2/2019 10:30,2929.300857,3004.379559,3047.669559,3141.324257,3233.620739
8/2/2019 10:40,2384.933803,2467.944592,2522.101818,2547.189561,2607.910748
8/2/2019 10:50,551.0746096,571.6196173,583.5556195,683.0050795,775.8063672
8/2/2019 11:00,15.90078202,24.82539308,120.8124871,189.7835145,207.1611101
8/2/2019 11:10,256.9551801,309.1631501,405.1069441,456.9560045,499.5094665
8/2/2019 11:20,3488.697217,3518.36785,3523.594181,3564.246151,3612.97457
8/2/2019 11:30,6872.729821,6970.372815,6971.92705,7012.095698,7064.725041
8/2/2019 11:40,10587.26166,10662.21691,10689.99182,10727.28819,10747.51327
8/2/2019 11:50,13846.62629,13904.97339,13949.48689,13969.42909,14005.18034
8/2/2019 12:00,23607.31305,23671.35662,23715.1924,23752.45975,23847.30013
8/2/2019 12:10,39513.89227,39528.94033,39530.8133,39606.69091,39681.7268
8/2/2019 12:20,51522.40627,51546.42879,51615.44479,51635.83541,51713.89882
8/2/2019 12:30,64587.2144,64672.23477,64686.07161,64729.34214,64734.87489
8/2/2019 12:40,83417.54873,83513.08171,83562.21092,83611.76234,83644.57112
8/2/2019 12:50,103983.5611,103986.4894,104061.62,104140.228,104237.9393
8/2/2019 13:00,128422.6173,128423.712,128463.9505,128536.5791,128609.5917
8/2/2019 13:10,160710.9949,160781.7874,160829.2529,160918.314,160995.6649
8/2/2019 13:20,194149.5321,194190.2962,194231.4529,194245.7111,194257.705
8/2/2019 13:30,194149.5321,194155.6044,194186.6121,194244.8356,194286.406
8/2/2019 13:40,194149.5321,194187.5628,194252.7046,194255.7773,194281.1217
8/2/2019 13:50,194149.5321,194186.6111,194201.0697,194277.249,194370.2608
8/2/2019 14:00,194149.5321,194192.2768,194258.7814,194259.5738,194266.8758
8/2/2019 14:10,194149.5321,194175.8587,194190.5747,194249.2752,194342.1851
8/2/2019 14:20,194149.5321,194188.2801,194211.0111,194283.8093,194374.156
8/2/2019 14:30,194149.5321,194238.0964,194271.2312,194369.6042,194417.3637
8/2/2019 14:40,194149.5321,194177.4423,194245.0938,194286.83,194360.5664
8/2/2019 14:50,194149.5321,194230.782,194250.9994,194264.7546,194268.2338
8/2/2019 15:00,194149.5321,194194.1037,194262.5083,194307.8729,194364.5472
8/2/2019 15:10,194149.5321,194243.2088,194258.4997,194267.0644,194344.2999
8/2/2019 15:20,194149.5321,194227.3864,194291.2496,194307.3242,194327.7814
8/2/2019 15:30,194149.5321,194151.2855,194160.5169,194249.9338,194310.3861
8/2/2019 15:40,194149.5321,194161.9994,194201.2315,194268.5182,194366.9473
8/2/2019 15:50,194149.5321,194230.3571,194244.2943,194330.1934,194408.7395
8/2/2019 16:00,194149.5321,194192.0544,194211.7072,194245.168,194310.7429
8/2/2019 16:10,194149.5321,194196.9443,194267.8695,194284.4667,194365.8177
8/2/2019 16:20,156035.1489,156077.7965,156141.6571,156143.5308,156163.7872
8/2/2019 16:30,117615.5145,117643.1074,117645.0393,117655.7293,117735.0276
8/2/2019 16:40,83864.55689,83935.71409,83974.3929,84049.17118,84050.06242
8/2/2019 16:50,57623.92648,57661.40225,57727.23534,57743.88092,57839.23538
8/2/2019 17:00,37266.72679,37340.79409,37382.09202,37442.03412,37501.19737
8/2/2019 17:10,20489.05844,20524.13483,20605.74443,20648.74816,20722.04505
8/2/2019 17:20,7272.404205,7363.510623,7461.966377,7494.968808,7525.375069
8/2/2019 17:30,817.10719,852.4124407,948.4975029,1012.825009,1080.431431
8/2/2019 17:40,0,41.84076879,110.1195412,179.1645907,208.7812929
8/2/2019 17:50,424.4733371,431.5053435,495.5764529,501.0547628,553.5732417
8/2/2019 18:00,11441.1835,11446.6114,11518.61702,11606.51458,11649.25324
8/2/2019 18:10,226.9030357,269.2313403,279.2935508,320.9562428,338.5530992
8/2/2019 18:20,5207.610133,5258.640813,5326.480997,5394.10045,5409.017018
8/2/2019 18:30,67166.37834,67170.1197,67206.31417,67279.48949,67281.60276
8/2/2019 18:40,71763.37795,71817.12438,71835.12246,71885.43313,71942.34113
8/2/2019 18:50,90694.00644,90700.33203,90746.97481,90813.56002,90869.31566
8/2/2019 19:00,116222.9015,116314.1886,116413.9735,116490.4107,116554.9626
8/2/2019 19:10,123327.4654,123386.0645,123450.6455,123527.2867,123603.044
8/2/2019 19:20,119355.4567,119434.3545,119510.5191,119546.863,119612.0179
8/2/2019 19:30,133168.6906,133185.1289,133276.8574,133313.0288,133370.4179
8/2/2019 19:40,167151.2965,167234.8299,167252.2014,167275.118,167339.7878
8/2/2019 19:50,159014.9642,159088.0701,159181.768,159270.0961,159346.2798
8/2/2019 20:00,151200.9875,151234.6159,151268.7386,151318.7927,151338.6476
8/2/2019 20:10,141435.4231,141461.1587,141505.4328,141550.7544,141564.4691
8/2/2019 20:20,135198.6127,135297.2571,135356.4556,135365.4728,135386.6679
8/2/2019 20:30,127182.9656,127189.341,127239.7338,127273.6461,127300.0266
8/2/2019 20:40,114244.2864,114329.9791,114342.1404,114416.5306,114456.5428
8/2/2019 20:50,103269.6577,103366.5323,103454.6534,103460.845,103490.7721
8/2/2019 21:00,87959.46964,88014.89891,88054.63722,88123.34995,88130.86925
8/2/2019 21:10,74393.70427,74484.66094,74507.62772,74535.41944,74570.13572
8/2/2019 21:20,63490.34052,63503.29974,63530.60727,63612.36518,63682.3973
8/2/2019 21:30,52897.56539,52973.8569,53001.02238,53052.22214,53149.64533
8/2/2019 21:40,43194.52295,43201.32958,43249.91744,43318.72897,43322.83187
8/2/2019 21:50,34668.08496,34745.33745,34772.07811,34835.58724,34904.83358
8/2/2019 22:00,27520.67901,27558.08888,27652.5956,27748.12065,27805.61213
8/2/2019 22:10,20801.90943,20833.48558,20919.77266,20996.01547,21085.49212
8/2/2019 22:20,17079.24745,17156.88891,17186.062,17220.95281,17305.19874
8/2/2019 22:30,9241.82342,9307.499137,9328.919916,9390.575711,9468.671161
8/2/2019 22:40,6440.38733,6522.583724,6525.128974,6582.110372,6602.047705
8/2/2019 22:50,3330.733712,3395.925868,3432.340191,3484.755428,3507.424688
8/2/2019 23:00,1097.85793,1119.05728,1170.276967,1177.044482,1225.492688
8/2/2019 23:10,0,62.73182544,105.1609578,175.7070547,207.6612293
8/2/2019 23:20,0,93.72000116,166.4909117,217.1993455,265.5218031
8/2/2019 23:30,756.8228523,835.8954456,842.7560575,920.2129079,968.1563129
8/2/2019 23:40,5671.112314,5707.29904,5740.892743,5760.246677,5854.522735
8/2/2019 23:50,11040.30317,11134.49853,11142.6844,11188.16105,11266.70498
8/3/2019 0:00,16737.80289,16746.96004,16752.52862,16790.28025,16818.61323
8/3/2019 0:10,21057.14178,21099.40338,21126.03672,21169.94106,21254.62366
8/3/2019 0:20,20960.556,21048.11273,21091.27559,21109.31411,21151.88432
8/3/2019 0:30,36383.5555,36478.09483,36495.35513,36563.864,36587.95871
8/3/2019 0:40,47648.42527,47649.46816,47701.51975,47755.0364,47759.08187
8/3/2019 0:50,61188.39651,61211.85279,61306.05239,61323.94628,61401.02897
8/3/2019 1:00,77343.86334,77413.1266,77508.12296,77541.41517,77551.23835
8/3/2019 1:10,95854.05476,95950.60312,95994.83814,96028.61727,96089.74489
8/3/2019 1:20,119655.7083,119735.8335,119764.9745,119813.4909,119876.5286
8/3/2019 1:30,149352.0738,149408.254,149442.1737,149511.5417,149544.0323
8/3/2019 1:40,194149.5321,194216.9555,194293.4118,194371.9159,194410.9314
8/3/2019 1:50,194149.5321,194218.224,194225.2602,194267.8471,194335.5479
8/3/2019 2:00,194149.5321,194239.4288,194272.058,194287.7927,194354.4311
8/3/2019 2:10,194149.5321,194201.4195,194261.5319,194349.2582,194356.2265
8/3/2019 2:20,194149.5321,194191.5098,194217.2617,194269.1526,194269.8755
8/3/2019 2:30,194149.5321,194173.0299,194177.1733,194254.4596,194296.3442
8/3/2019 2:40,194149.5321,194201.5466,194265.5828,194334.1221,194350.0301
8/3/2019 2:50,194149.5321,194154.7829,194186.3756,194283.7548,194334.361
8/3/2019 3:00,194149.5321,194214.6824,194226.779,194249.6128,194321.1874
8/3/2019 3:10,194149.5321,194210.6342,194252.323,194278.3323,194320.2874
8/3/2019 3:20,194149.5321,194234.6559,194277.3442,194337.9663,194410.751
8/3/2019 3:30,194149.5321,194226.4535,194270.9787,194350.1644,194373.3498
8/3/2019 3:40,194149.5321,194247.5189,194313.348,194410.8105,194508.6661
8/3/2019 3:50,194149.5321,194172.578,194206.9042,194281.7551,194293.2474
8/3/2019 4:00,194149.5321,194206.9754,194283.5559,194290.0962,194373.9834
8/3/2019 4:10,194149.5321,194175.5386,194176.5095,194242.5511,194319.5371
8/3/2019 4:20,194149.5321,194226.9335,194230.1259,194288.4998,194374.7821
8/3/2019 4:30,194149.5321,194155.8139,194230.1083,194236.9115,194246.9302
8/3/2019 4:40,163983.1679,164057.6409,164141.6912,164188.7538,164214.101
8/3/2019 4:50,128605.4548,128660.2419,128747.7801,128823.1516,128871.0838
8/3/2019 5:00,96495.1974,96543.80298,96603.14757,96603.40523,96690.95022
8/3/2019 5:10,73806.20183,73823.0452,73882.25834,73924.35,73990.83321
8/3/2019 5:20,51036.37724,51089.93016,51115.24744,51128.99125,51213.76063
8/3/2019 5:30,28317.58753,28326.5723,28382.64325,28468.83089,28488.35446
8/3/2019 5:40,9856.178357,9885.046495,9980.90374,10073.15187,10101.86244
8/3/2019 5:50,953.229354,1039.188732,1134.889502,1155.846856,1176.324334
8/3/2019 6:00,0,44.88927564,76.76827936,105.1020599,201.7736601
8/3/2019 6:10,761.7420997,776.5232426,866.2293787,959.1547601,1013.281151
8/3/2019 6:20,2663.211621,2669.831168,2737.812054,2826.467616,2899.861847
8/3/2019 6:30,1422.886362,1452.553873,1536.679756,1608.596949,1706.88993
8/3/2019 6:40,4810.018205,4836.80113,4901.069048,4946.841722,4975.960204
8/3/2019 6:50,67470.93226,67509.26612,67544.43256,67563.71998,67635.04219
8/3/2019 7:00,86416.09859,86496.65972,86497.27282,86520.93936,86541.6904
8/3/2019 7:10,93204.8156,93230.94472,93239.4259,93318.95736,93343.13142
8/3/2019 7:20,112298.1395,112382.8861,112454.5134,112497.9921,112563.2873
8/3/2019 7:30,114719.8096,114725.4461,114773.3747,114815.9433,114859.81
8/3/2019 7:40,109513.6267,109579.9631,109604.3728,109604.653,109686.4339
8/3/2019 7:50,123430.8545,123479.8774,123523.4884,123585.3771,123600.895
8/3/2019 8:00,147001.072,147003.38,147079.1637,147125.1429,147147.1231
8/3/2019 8:10,159385.9851,159420.1224,159442.4918,159495.1802,159552.4461
8/3/2019 8:20,157388.2524,157461.3108,157520.7354,157553.1533,157624.8786
8/3/2019 8:30,151688.0298,151766.6059,151840.3794,151850.3184,151948.5808
8/3/2019 8:40,143620.0942,143644.0383,143727.2319,143753.5839,143762.6918
8/3/2019 8:50,135047.7014,135133.079,135196.0964,135292.0455,135351.7411
